year,statefip,state,abbrev,ins_public,ins_private,median_hhincome,race_white_wra_esi,race_black_wra_esi,race_asian_wra_esi,race_hispanic_wra_esi,supply_pct_wra_no_maternity_hosp,supply_prim_care_per_10k,supply_obgyn_per_10k,supply_rhc_fqhc_per_100k,male_vasectomy,otc,extended_supply,pharmacy_access
2014,42,Pennsylvania,PA,.33009204,.58032095,52700,.80029666,.090239488,.040964033,.051201612,.042458698,8.1401653,1.1550605,2.1975086,0,0,0,0
2014,44,Rhode Island,RI,.37227261,.5578621,55000,.78423226,.043335747,.047662813,.10082393,.041187752,9.619276,1.7911755,3.4117627,0,0,0,0
2014,45,South Carolina,SC,.36213151,.49936017,45000,.6753844,.25699553,.017923199,.033309538,.12769631,6.7191143,1.1712408,5.442338,0,0,0,0
2014,46,South Dakota,SD,.29743958,.59903067,51000,.88314772,.029134395,.011806028,.026464587,.35413817,7.513113,.80874383,12.658599,0,0,0,0
2014,47,Tennessee,TN,.35769907,.52004868,44000,.76966196,.15798721,.021479307,.030795002,.36552733,7.2465186,1.2031724,3.5270665,0,0,0,0
2014,48,Texas,TX,.28587365,.51842213,52800,.48168018,.12883419,.062482625,.30696678,.072264336,5.9821291,1.1088046,2.4743147,0,0,0,0
2014,49,Utah,UT,.2110699,.66333777,60000,.83525693,.0060315025,.032800425,.097851455,.065010607,5.7460289,1.0194019,1.7329834,0,0,0,0
2014,50,Vermont,VT,.41498846,.53827393,54000,.91488004,.013696489,.017490018,.033104584,.18809116,11.188039,1.6279315,9.0972643,0,0,0,0
2014,51,Virginia,VA,.2604835,.63049448,64300,.6329149,.17158502,.081974804,.080559477,.30733928,7.5916176,1.2694731,2.0056953,0,0,0,0
2014,53,Washington,WA,.32741842,.57980067,60030,.70388806,.030933322,.11264448,.089852959,.052476145,8.3862848,1.0026156,3.9651463,0,0,0,1
2014,54,West Virginia,WV,.43895942,.46722955,40700,.93308192,.036071409,.008944137,.0088510225,.30067024,7.7391768,.88633031,14.42989,0,0,0,0
2014,55,Wisconsin,WI,.32302603,.60002422,52200,.84765601,.043090239,.037016705,.048841096,.064992875,8.0641747,1.0351601,1.9452671,0,0,0,0
2014,56,Wyoming,WY,.26189029,.61360466,56400,.84978998,.0020304285,.019553306,.098294996,.13073334,6.8475213,.97577178,5.306829,0,0,0,0
2015,1,Alabama,AL,.36641791,.52621776,44700,.6741581,.26608941,.014931901,.026578002,.18124864,6.5157723,1.0598935,4.9393091,0,0,0,0
2015,2,Alaska,AK,.29590133,.55856055,70600,.63148278,.032921445,.080140568,.099652387,.12228865,8.8430624,1.0292078,4.604351,0,0,0,0
2015,4,Arizona,AZ,.38271412,.50123203,51000,.56004012,.044594228,.050959148,.28846607,.013203473,6.5845885,.96513432,1.9331977,0,0,0,0
2015,5,Arkansas,AR,.42264095,.47872946,42000,.74160939,.14233425,.022689225,.064326234,.25710717,6.5710745,.80921251,6.0103335,0,0,0,0
2015,6,California,CA,.38065735,.53211498,64600,.37855852,.05244286,.18508904,.34377229,.0052550449,7.8046088,1.1720581,2.8688345,0,0,0,0
2015,8,Colorado,CO,.32482636,.59356862,63500,.72673875,.024434939,.043206036,.17178346,.041718554,8.0453415,1.1985543,3.3170998,0,0,0,0
2015,9,Connecticut,CT,.34192899,.5978775,71700,.70303851,.088140123,.069585055,.11992956,.047159318,8.4770164,1.9159617,2.9519176,0,0,0,0
2015,10,Delaware,DE,.37152699,.56636721,61200,.62435967,.20353362,.061568741,.08682172,0,7.1252327,.93029743,1.2685875,0,0,0,0
2015,11,District of Columbia,DC,.34893817,.61385125,75000,.5561235,.23900366,.074813798,.0927663,0,11.484199,2.9156773,6.24788,0,0,0,0
2015,12,Florida,FL,.371261,.49040386,49000,.52557993,.16981144,.04027633,.23941107,.11609701,7.2654543,1.0132565,2.318552,0,0,0,0
2015,13,Georgia,GA,.30584079,.54948831,50601,.53696299,.32667571,.049478367,.06377656,.26946285,6.5815878,1.2002122,2.6529977,0,0,0,0
2015,15,Hawaii,HI,.32909474,.63232195,73000,.18164012,.010596684,.43360895,.11364569,.00003355855,8.7244854,1.264317,3.7021437,0,0,0,0
2015,16,Idaho,ID,.31876695,.56465226,49000,.81447172,.012835803,.022714525,.12655002,.20340332,6.429275,.79761684,6.5863814,0,0,0,0
2015,17,Illinois,IL,.34312057,.58436012,59000,.65078568,.11606169,.071447909,.14341235,.085547447,8.0660992,1.3273722,4.1213078,0,0,0,0
2015,18,Indiana,IN,.32363197,.57426852,50000,.81714052,.078176126,.025970478,.056818154,.15405281,6.6453362,.9547289,3.1874652,0,0,0,0
2015,19,Iowa,IA,.34081286,.60900271,54600,.87567538,.024451543,.029807094,.051281668,.15954207,7.3369851,.64022559,7.138515,0,0,0,0
2015,20,Kansas,KS,.2844815,.6207599,54000,.79510528,.043741502,.032356612,.098867893,.086738721,7.5764837,.93074661,7.5558767,0,0,0,0
